id	recognized_monomers	nerpa2_supported_monomers
BGC0002178.0	5	5
NPA020134	9	9
BGC0001057.0	0	0
PNPdb00297	2	1
PNPdb00299	6	6
NPA019155	11	7
BGC0000323.1	9	9
BGC0003051.2	6	6
BGC0000323.0	9	9
BGC0003051.1	6	6
NPA007170	7	7
BGC0003051.0	6	6
NPA007175	5	5
NPA007179	6	6
NPA020124	9	9
NPA007178	9	9
NPA021458	4	4
NPA020120	9	9
BGC0000456.0	5	5
BGC0001582.0	12	11
NPA016933	22	22
NPA015609	7	6
NPA028910	4	4
NPA028911	4	4
NPA028912	4	4
NPA004946	9	9
NPA028913	4	4
NPA028914	4	4
NPA004944	7	7
NPA028915	4	4
NPA028916	4	4
NPA028917	4	4
NPA028918	4	4
NPA028919	4	4
NPA016940	2	2
NPA016924	6	6
NPA016923	6	5
BGC0000994.0	1	0
NPA020187	7	7
NPA020188	7	7
NPA020193	5	5
NPA020194	5	5
NPA003623	7	7
NPA020195	5	5
NPA028900	6	5
NPA028901	6	5
NPA028902	6	5
NPA028903	5	5
NPA004955	3	2
NPA028904	5	4
NPA028908	10	9
NPA028909	4	4
NPA016910	14	14
NPA016913	5	5
NPA016914	20	12
BGC0001368.0	0	0
BGC0001115.0	0	0
NPA020175	6	6
NPA004922	2	2
NPA019196	6	6
NPA004929	2	2
NPA016908	8	5
NPA019182	9	3
BGC0002570.0	4	3
NPA003605	8	8
NPA019185	5	5
NPA003607	3	3
NPA003609	7	6
NPA014317	15	7
NPA015649	10	10
BGC0002415.1	9	9
BGC0001092.0	0	0
BGC0002415.0	3	3
NPA002330	7	7
BGC0002415.2	6	6
NPA028953	7	6
NPA028954	7	5
NPA028955	7	5
NPA002324	9	9
NPA028956	7	6
NPA002327	7	6
NPA028957	7	6
NPA028958	5	4
NPA014322	3	3
NPA015637	3	3
BGC0000349.0	4	4
BGC0001102.1	0	0
BGC0001102.0	0	0
BGC0002272.1	0	0
BGC0001102.2	0	0
NPA003670	8	7
NPA027614	8	8
NPA027613	7	7
NPA028950	6	5
NPA001011	15	8
NPA028951	7	6
NPA027611	7	6
NPA028952	7	6
NPA001002	15	15
NPA028942	3	3
NPA028943	3	3
NPA001004	3	0
NPA028944	7	6
NPA028945	6	5
NPA028946	7	6
NPA003668	2	2
NPA028947	7	6
BGC0001235.0	3	3
NPA028948	6	5
NPA002339	6	6
NPA028949	7	5
BGC0002272.0	0	0
NPA016971	4	4
NPA016970	8	8
NPA016952	2	2
NPA016955	6	6
NPA027609	7	7
NPA027608	8	8
NPA015629	3	3
NPA027607	8	8
NPA027606	9	9
BGC0003149.0	0	0
NPA027604	3	3
NPA004971	5	5
NPA027603	5	5
NPA027602	5	5
NPA003641	2	2
NPA027601	6	6
NPA028940	3	3
NPA027600	6	6
NPA028941	3	3
NPA027610	7	7
NPA028931	4	4
NPA002300	19	9
NPA028932	4	4
NPA028933	3	3
NPA028934	3	3
NPA004968	9	9
NPA028935	3	3
NPA028936	3	3
NPA028937	3	3
NPA028938	3	3
NPA028939	3	3
NPA016942	5	5
BGC0001355.0	0	0
NPA028930	4	4
NPA028920	4	4
NPA028921	4	4
NPA028922	4	4
NPA028923	4	4
NPA028924	4	4
NPA028925	4	4
NPA028926	4	4
NPA028927	4	4
NPA028928	3	3
NPA028929	3	3
NPA012052	7	7
NPA012050	8	8
BGC0000396.0	5	4
NOR00380	11	9
NOR00381	9	7
NPA000074	11	11
NOR00375	7	5
BGC0002104.0	0	0
NPA000068	2	2
NOR00376	8	6
NPA024044	17	17
BGC0000406.1	1	0
BGC0000406.0	3	2
NPA012048	6	6
BGC0002104.1	0	0
NPA013377	15	8
NPA013392	6	6
NPA012060	24	24
NOR00390	13	13
NOR00391	7	7
NOR00392	7	7
NOR00394	3	3
NOR00395	6	6
NOR00396	13	13
NOR00388	9	8
BGC0001679.0	1	1
NPA014698	6	6
NOR00360	9	9
NPA000053	7	7
NOR00361	12	12
NPA000054	7	6
NOR00362	12	12
NPA000055	6	5
NPA001376	8	7
NPA001378	18	11
NOR00356	8	8
NOR01687	11	11
NOR00357	9	9
NOR00358	9	9
NOR00359	9	9
NPA012028	3	3
NPA012026	10	9
NPA013372	7	6
BGC0001413.0	3	3
BGC0001413.1	3	3
NPA001392	8	8
NOR00370	7	5
NPA024005	4	4
NOR00371	9	7
NPA024006	4	4
NOR00372	9	7
NPA024003	3	3
NOR00373	9	6
NPA024004	3	3
NOR00374	9	7
NPA000058	6	4
NPA001389	5	5
BGC0002597.2	1	1
BGC0002597.1	1	1
NOR00369	5	1
BGC0002597.0	1	1
NPA014690	9	9
NPA021804	9	8
NPA021807	9	8
NPA021806	9	8
NPA021803	9	8
NPA007502	6	6
BGC0002607.0	1	1
NPA007512	5	5
BGC0000383.0	3	3
NPA007507	18	11
BGC0002117.3	9	9
BGC0001390.0	0	0
BGC0002117.2	9	9
BGC0002117.1	9	9
BGC0002117.0	9	9
BGC0000419.0	11	5
NPA024067	7	7
NOR00397	8	8
NOR00398	9	9
NPA008807	5	5
NOR00399	6	6
NPA024066	10	7
NPA012069	5	2
BGC0002522.1	9	9
BGC0001128.0	5	5
BGC0002522.0	9	9
BGC0003111.1	8	8
BGC0003111.0	8	8
BGC0003111.3	8	8
BGC0003111.2	8	8
NPA008816	5	5
NPA008819	2	2
NPA020515	2	2
NPA020516	3	3
NPA008874	2	2
NPA007541	7	7
NPA008871	4	4
NPA007544	2	2
BGC0001056.1	1	1
BGC0001056.0	1	1
BGC0001056.3	6	5
NPA006206	6	6
BGC0001056.2	0	0
NPA007536	11	7
BGC0001056.4	6	5
NPA019536	8	7
BGC0003079.0	0	0
BGC0003079.1	2	2
BGC0003079.2	2	2
BGC0002775.0	9	9
NPA006221	8	8
NPA007551	2	2
BGC0001711.0	8	7
NPA019524	8	8
NPA019509	18	9
BGC0001844.3	5	5
NPA007520	8	7
BGC0001844.1	6	6
NPA008854	8	5
BGC0001844.2	6	6
BGC0002059.0	0	0
BGC0001844.0	6	6
BGC0002059.1	0	0
NPA007516	7	5
NPA007515	6	6
BGC0000321.0	2	2
BGC0000957.0	1	1
BGC0001043.3	0	0
BGC0001043.2	0	0
BGC0002918.0	11	11
BGC0001043.1	0	0
BGC0001043.0	0	0
NPA019502	7	6
NPA007582	5	5
NPA007580	5	5
NPA007584	3	3
NPA007583	7	7
NPA018240	15	9
NPA019576	6	6
NPA006266	4	4
BGC0002344.0	7	5
BGC0002344.1	7	5
NPA018231	6	6
NPA019562	5	5
NPA019569	8	8
NPA018235	8	8
NPA018219	11	11
NPA008891	3	3
BGC0001426.0	5	5
NPA006232	6	6
NPA007568	5	4
NPA007567	3	2
BGC0001030.0	1	1
BGC0000441.0	7	7
NPA018225	3	3
NPA007570	6	5
NPA006243	14	13
NPA006241	3	1
NPA006238	11	7
NPA019544	5	5
NPA018214	4	4
BGC0000335.1	4	4
BGC0000335.2	3	3
BGC0000335.0	3	3
BGC0000335.3	3	3
BGC0002286.0	5	5
BGC0002286.1	5	5
BGC0001354.0	0	0
BGC0000455.0	9	7
NPA003900	7	7
NPA018156	2	1
NPA003903	2	2
NPA019485	6	6
NPA003905	7	7
NPA019486	7	7
NPA018158	15	8
NPA019489	5	4
BGC0000980.0	0	0
NPA007481	4	3
NPA006156	3	3
NPA021782	16	16
NPA021781	16	16
NPA021783	16	16
NPA019471	6	6
NPA019477	6	6
BGC0001341.0	12	12
NPA018148	4	4
NPA007490	7	7
BGC0000348.0	1	0
NPA007493	2	2
NPA021775	2	2
PNPdb04501	8	7
PNPdb04502	9	7
NPA021780	16	16
PNPdb04500	8	7
PNPdb04505	8	7
PNPdb04506	14	13
PNPdb04503	8	7
PNPdb04504	15	13
PNPdb04509	13	13
BGC0002536.0	1	1
PNPdb04507	9	7
PNPdb04508	2	1
NPA027904	7	5
NPA027903	7	5
BGC0001461.0	11	7
PNPdb04513	8	7
NPA003930	2	2
PNPdb04516	4	4
PNPdb04517	15	15
NOR01704	11	11
PNPdb04518	11	11
PNPdb04519	13	12
NPA015917	7	7
BGC0001857.0	1	0
PNPdb04530	15	13
PNPdb04531	8	7
BGC0000322.0	10	7
PNPdb03200	12	12
BGC0001069.0	0	0
PNPdb04524	8	7
PNPdb04521	9	9
PNPdb04522	10	10
NOR01710	7	6
PNPdb04527	10	10
PNPdb04528	10	10
PNPdb04525	11	11
NPA002614	11	7
PNPdb04526	7	5
PNPdb04529	11	11
NPA006195	18	18
NPA015902	2	2
NPA015903	2	2
NPA020494	4	4
PNPdb04541	9	7
NPA020495	4	4
NPA020496	4	4
PNPdb03211	6	6
PNPdb04540	16	8
PNPdb03202	15	15
PNPdb04534	16	7
PNPdb03201	4	4
PNPdb03204	14	11
PNPdb04532	11	10
PNPdb03203	11	10
PNPdb04533	10	10
NPA003911	2	1
PNPdb04538	7	6
PNPdb03205	9	7
PNPdb04536	8	7
PNPdb03207	2	2
PNPdb04537	7	6
PNPdb03209	3	3
NPA003917	8	6
NPA003918	7	7
BGC0001189.0	6	6
BGC0000993.0	4	4
PNPdb03220	3	2
PNPdb04553	10	10
BGC0002046.0	0	0
PNPdb03222	8	7
PNPdb04550	9	7
PNPdb03221	5	5
NPA018170	10	10
PNPdb03213	5	5
PNPdb04545	5	5
PNPdb03212	3	2
PNPdb04546	8	6
PNPdb03215	5	4
PNPdb04543	14	14
NPA020493	11	7
PNPdb03214	3	3
PNPdb04544	11	10
NPA003922	4	3
PNPdb04549	9	7
PNPdb03219	6	3
PNPdb03218	6	6
BGC0001737.0	1	0
NPA003925	6	6
BGC0002179.0	4	4
NPA026619	5	5
NPA014638	6	6
NPA026618	5	5
NPA026617	5	5
NPA026616	5	5
PNPdb04560	17	9
NPA026615	5	5
NPA026614	5	5
NPA026613	5	5
PNPdb03231	3	3
PNPdb04563	11	10
NPA026612	5	5
PNPdb03230	8	7
PNPdb04564	18	11
PNPdb03233	4	4
PNPdb04561	8	6
PNPdb03232	2	2
PNPdb04562	18	10
NPA001310	18	9
NPA003973	3	3
NPA026620	6	6
PNPdb03224	7	6
PNPdb04556	18	9
PNPdb03223	8	7
NOR00410	7	6
PNPdb03226	9	9
NOR00411	6	5
PNPdb03225	9	9
PNPdb04555	7	6
PNPdb03228	9	7
PNPdb03227	10	10
PNPdb04558	18	11
NPA001317	12	12
NOR00415	8	8
PNPdb04559	7	6
NPA001318	6	5
NOR00416	11	10
NOR01747	2	2
NOR00417	10	9
NOR00418	8	8
NOR00419	10	9
NPA013310	6	6
NPA014621	16	9
NPA015955	3	1
BGC0002523.2	2	1
BGC0002523.1	2	1
NPA015957	8	4
BGC0002523.0	1	0
PNPdb04570	17	11
PNPdb04571	7	6
PNPdb03240	3	3
BGC0001127.0	9	9
PNPdb03242	5	5
PNPdb04574	18	9
NPA003990	7	7
PNPdb03241	6	5
PNPdb04575	15	9
NPA001330	2	0
NPA003993	6	6
PNPdb03244	7	6
PNPdb03243	6	6
PNPdb04573	8	6
NPA001321	9	9
PNPdb04567	17	11
NOR00420	4	3
NOR01751	11	11
PNPdb03234	2	2
PNPdb04568	17	10
NOR00421	6	6
PNPdb04565	18	11
NOR00422	10	9
PNPdb03236	5	5
NPA001325	6	6
NOR00423	10	9
NPA003987	6	6
NOR00424	10	10
NOR01755	10	7
PNPdb03238	5	5
NPA001327	4	4
NPA013309	4	3
NOR00425	10	10
PNPdb04569	17	11
NPA001328	7	6
NOR00427	6	6
NOR00428	6	6
NOR00429	6	6
BGC0001902.0	0	0
NPA013303	4	3
NPA013302	9	9
NPA015961	6	6
BGC0001652.4	0	0
BGC0001652.2	0	0
BGC0001652.3	1	1
PNPdb04581	17	9
PNPdb04582	7	6
PNPdb03251	8	7
PNPdb03250	8	6
BGC0000370.0	3	4
BGC0001652.0	0	0
PNPdb03253	8	7
PNPdb04585	12	11
BGC0001652.1	0	0
PNPdb04586	17	9
PNPdb03255	7	6
PNPdb04583	17	9
PNPdb03254	12	12
PNPdb04584	13	13
PNPdb03246	7	6
PNPdb03245	5	4
PNPdb04579	9	9
PNPdb03248	7	7
PNPdb04576	18	9
NPA002621	8	4
PNPdb03247	9	9
PNPdb04577	18	9
NPA003955	3	0
NOR01721	3	2
NPA002623	4	4
PNPdb03249	7	7
NOR01724	11	11
NPA003958	4	4
NOR01728	15	8
NPA015937	10	8
PNPdb04592	7	6
PNPdb04593	9	5
PNPdb04590	17	10
PNPdb04596	15	7
PNPdb04597	9	5
NPA003971	9	9
PNPdb03266	15	14
PNPdb04594	7	6
PNPdb03265	12	10
NPA002631	7	4
NPA003962	7	7
PNPdb04589	10	6
NPA003964	2	1
PNPdb04587	18	10
NOR00400	6	6
NOR01731	6	5
NPA002636	2	1
NOR00404	5	5
NOR00405	2	2
NOR00406	6	6
NOR00407	6	6
NOR00408	6	5
NOR00409	7	6
NPA012012	7	7
NPA013341	7	7
BGC0001114.0	0	0
BGC0001367.0	1	1
PNPdb03273	31	31
NPA001360	9	9
NPA027989	5	5
NPA027988	5	5
PNPdb03275	10	10
NPA027987	5	5
NOR00460	4	4
NPA000032	2	2
NPA027986	4	4
NPA027985	5	5
NPA024001	5	5
NOR00452	4	4
NOR00453	4	4
PNPdb03267	15	14
NOR00454	4	4
NOR00455	4	4
NOR01786	16	15
PNPdb04599	7	6
NPA000027	6	6
NPA027991	11	11
NOR00456	3	3
NPA027990	6	6
NOR00457	3	3
NOR00458	3	3
NOR00459	3	3
NPA012006	7	7
NPA012021	4	3
BGC0002020.1	0	0
PNPdb03282	22	22
BGC0002020.0	1	1
BGC0002020.3	0	0
PNPdb03284	12	12
BGC0002020.2	0	0
BGC0002020.5	0	0
NOR00470	5	5
PNPdb03286	5	5
BGC0002020.4	0	0
NOR00471	5	5
NOR00472	5	5
NPA001375	9	3
NOR00473	5	5
NPA027984	4	4
NPA001366	3	3
PNPdb03278	14	14
NPA000036	2	0
NPA002698	2	2
NOR00466	3	3
NOR00467	5	5
NOR00468	5	5
NOR01799	5	3
NOR00469	4	3
NPA013348	6	6
NPA014671	3	0
NPA014653	2	2
NPA014654	6	6
NPA014658	7	7
PNPdb03291	2	2
PNPdb03290	9	9
PNPdb03293	24	24
PNPdb03292	32	32
BGC0002416.0	6	4
PNPdb03294	10	8
BGC0001091.0	0	0
NPA002671	7	7
BGC0002416.1	6	4
NPA002670	19	10
NPA002673	6	4
NPA002672	3	3
NOR00440	5	5
NOR00430	8	8
NOR01761	7	7
NOR00431	8	8
NPA003997	11	11
NOR00432	4	3
NOR01763	11	11
NOR00433	4	3
NOR00434	6	5
NOR00435	6	5
NOR00436	4	4
NOR00437	5	5
NOR00438	6	6
NOR00439	5	5
NPA013315	5	5
NPA014660	6	5
NPA013312	4	3
NPA015994	4	3
NPA013331	11	9
NPA014644	6	6
BGC0001101.0	1	1
BGC0002273.1	0	0
NOR01780	11	11
NPA002683	4	4
NPA026621	6	6
NOR00441	7	6
NPA025300	6	6
NOR00442	9	7
NOR01773	10	10
NOR00443	9	8
NOR00444	9	8
BGC0003017.2	0	0
NOR00445	13	12
BGC0003017.1	0	0
NOR01777	16	15
NOR00447	14	13
BGC0003017.3	0	0
BGC0003017.0	0	0
NPA013327	6	6
NPA013326	3	3
NPA013266	13	13
PNPdb03190	7	6
BGC0000418.3	10	6
BGC0000418.2	9	5
BGC0001425.0	5	5
BGC0000418.1	12	6
PNPdb03191	6	6
PNPdb03194	8	8
PNPdb03193	7	7
PNPdb03196	9	9
PNPdb03195	8	8
PNPdb03198	10	10
PNPdb03197	9	6
PNPdb03199	7	6
NOR00498	13	13
NOR00499	13	13
PNPdb00911	6	6
PNPdb00912	6	6
PNPdb00914	6	5
PNPdb00916	3	3
PNPdb00917	4	4
BGC0001545.0	1	1
PNPdb00920	7	7
PNPdb00921	9	9
PNPdb00922	8	8
PNPdb00924	8	7
PNPdb00925	9	8
PNPdb00926	6	6
PNPdb00927	11	11
PNPdb00928	9	7
NOR00481	6	6
NOR00482	7	7
NOR00483	5	5
NOR00484	8	7
NPA002587	9	7
NOR00475	7	6
NOR00476	7	7
NPA001258	4	4
NOR00477	6	6
NOR00478	7	6
NOR00479	7	6
PNPdb00930	10	9
PNPdb00931	4	4
BGC0000405.1	3	3
PNPdb00933	11	10
BGC0000405.0	3	3
PNPdb00934	10	9
PNPdb00935	11	11
PNPdb00936	12	12
PNPdb00937	14	13
NPA013255	9	9
NPA015896	4	4
NPA014568	5	5
NPA013251	5	5
NOR00490	10	9
NOR00491	11	10
BGC0002608.0	1	1
NPA025213	9	9
NOR00495	13	12
BGC0002082.0	0	0
NPA002598	5	5
NOR00485	3	1
BGC0002082.1	0	0
NOR00486	4	3
BGC0002082.2	0	0
NOR00487	3	2
NOR00488	5	3
NOR00489	4	4
BGC0000288.2	0	0
PNPdb00941	4	4
BGC0000288.3	0	0
PNPdb00942	5	5
BGC0000288.0	0	0
PNPdb00943	3	3
BGC0000288.1	0	0
PNPdb00944	6	6
PNPdb00946	2	2
PNPdb00947	7	7
PNPdb00948	6	6
PNPdb00949	7	5
BGC0002728.0	1	1
NPA025299	6	6
NPA008707	9	9
PNPdb00950	6	6
PNPdb00951	7	7
PNPdb00952	7	7
PNPdb00953	8	8
PNPdb00954	7	7
PNPdb00955	5	5
PNPdb00956	3	3
PNPdb00957	7	6
BGC0001532.0	14	13
PNPdb00958	9	7
PNPdb00959	8	8
PNPdb00960	7	7
NPA008716	6	6
PNPdb00964	11	10
PNPdb00965	10	9
PNPdb00966	9	7
PNPdb00967	14	12
PNPdb00968	10	10
BGC0002728.1	1	1
PNPdb00969	8	8
BGC0002728.2	0	0
NPA013282	20	9
BGC0000395.0	4	4
BGC0002095.0	3	2
PNPdb00970	8	6
BGC0002095.1	3	2
PNPdb00973	5	5
PNPdb00975	5	4
PNPdb00976	4	4
PNPdb00977	3	2
PNPdb00978	4	4
NPA013292	5	5
BGC0002572.0	10	10
BGC0002572.1	10	10
PNPdb00981	3	3
PNPdb00982	7	7
BGC0002572.4	10	10
BGC0002572.5	10	10
PNPdb00984	5	5
BGC0002572.2	10	10
PNPdb00985	5	5
BGC0002572.3	9	9
PNPdb00986	5	5
BGC0000418.0	11	5
BGC0001007.1	0	0
PNPdb00987	7	7
BGC0001007.0	0	0
BGC0002118.4	0	0
PNPdb00988	7	7
BGC0002118.3	0	0
BGC0002572.6	9	9
PNPdb00989	7	5
BGC0002118.2	0	0
BGC0002572.7	10	10
BGC0002118.1	0	0
BGC0002118.0	0	0
BGC0001007.3	0	0
BGC0001007.2	0	0
NPA019409	18	9
BGC0000440.4	8	7
PNPdb00990	7	7
PNPdb00991	7	7
NPA007416	4	4
PNPdb00992	7	7
PNPdb00993	6	6
PNPdb00995	9	8
PNPdb00996	9	9
PNPdb00997	7	7
PNPdb00998	9	9
PNPdb00999	11	11
BGC0000440.0	8	7
BGC0000440.1	8	7
BGC0000440.2	8	7
BGC0000440.3	8	7
NPA019413	6	6
NPA021718	5	5
NPA021714	3	3
BGC0000320.0	12	12
BGC0000956.0	3	1
BGC0002919.1	4	3
BGC0002919.0	4	3
NPA008757	6	6
NPA019404	8	7
BGC0001055.0	3	3
BGC0000969.0	2	2
NPA007407	6	6
NPA007408	2	0
NPA019449	6	6
NPA021767	2	2
NPA008796	5	5
NPA018120	5	5
NPA019456	9	3
BGC0002465.2	4	4
NPA007472	4	4
NPA020425	12	12
BGC0002465.1	4	4
NPA020426	12	12
NPA021756	5	5
BGC0002465.0	4	4
NPA020427	12	12
NPA020421	12	12
NPA020422	12	12
NPA020423	12	12
NPA020424	12	12
NPA006148	4	3
NPA020420	12	12
BGC0001042.0	2	1
NPA019442	8	7
NPA019447	6	6
BGC0000453.0	12	12
NPA019446	5	5
NPA020418	6	6
NPA020419	10	10
NPA007442	3	3
NPA006114	3	3
NPA007445	5	5
NPA007439	9	9
NPA008769	2	2
NPA018100	5	4
NPA008780	11	10
NPA021732	11	11
NPA007458	2	2
NPA007457	5	3
NPA008783	5	5
NPA019426	18	11
NPA019423	5	5
BGC0001710.0	2	2
BGC0003040.2	0	0
BGC0003040.1	1	0
BGC0003040.0	0	0
NPA007386	7	7
BGC0002417.1	6	5
BGC0001090.0	7	7
BGC0002417.0	6	5
NPA020352	12	12
BGC0000467.0	4	3
NPA019370	7	7
NPA020361	8	8
NPA018040	4	4
BGC0001629.0	19	19
BGC0003040.3	1	0
BGC0001100.0	1	0
BGC0002274.0	0	0
NPA020350	6	5
BGC0001233.0	13	13
NPA018034	7	6
NPA019368	6	6
NPA006035	6	6
NPA021665	4	4
NPA021664	5	5
NPA021667	2	2
BGC0002287.0	0	0
NPA021666	2	2
BGC0002287.1	0	0
BGC0002287.2	0	0
NPA006038	2	1
NPA008695	7	4
BGC0001220.0	3	3
NPA018025	6	6
BGC0003053.0	5	5
NPA018009	5	4
BGC0001353.0	0	0
NPA020327	18	18
NPA007371	8	8
NPA006044	9	6
NPA021650	13	8
NPA018013	12	7
BGC0000454.0	3	3
BGC0003053.2	5	5
NPA018015	10	10
BGC0003053.1	5	5
NPA006097	4	4
NPA020399	10	8
NPA006098	9	9
NPA015809	2	1
NPA020395	6	6
NPA020396	6	5
BGC0002167.5	0	0
BGC0002167.4	0	0
BGC0002167.7	0	0
BGC0002167.6	0	0
NPA003812	11	11
NOR01820	3	1
NPA003816	5	5
BGC0001593.0	1	1
BGC0002167.1	0	0
NOR01828	8	8
BGC0002167.0	0	0
BGC0002167.3	0	0
BGC0002167.2	0	0
BGC0000992.1	1	1
BGC0000992.0	0	0
NPA020388	9	9
PNPdb04410	11	10
PNPdb04402	7	5
PNPdb04403	13	13
NPA020393	6	6
PNPdb04400	4	4
NPA020394	6	6
PNPdb04401	14	9
BGC0001869.5	1	1
NOR00500	13	13
BGC0001869.4	1	1
PNPdb04407	14	9
BGC0001869.3	2	2
PNPdb04404	8	5
BGC0001869.2	2	2
NPA018074	22	22
NOR00503	2	2
PNPdb04405	12	12
NOR00504	2	2
NPA018077	8	7
NOR00507	2	2
PNPdb04409	12	12
NOR00508	2	2
NOR00509	2	2
NPA006071	23	23
BGC0000334.0	11	11
BGC0001616.0	0	0
BGC0001869.1	0	0
NPA006079	4	4
NPA020377	6	6
BGC0001869.0	1	1
NPA020378	6	6
NPA006077	3	3
PNPdb04420	13	13
NPA020375	7	6
BGC0001460.0	10	7
NPA020376	7	6
NPA018060	2	0
NPA019391	18	10
PNPdb04413	13	13
PNPdb04411	14	14
PNPdb04412	13	13
NPA018064	19	17
PNPdb04417	10	10
PNPdb04415	13	13
PNPdb04419	10	10
NPA019398	7	7
NOR01805	11	11
NPA020366	3	3
NPA020368	4	2
NPA020369	4	1
NPA020362	8	8
NPA020363	6	6
PNPdb04432	5	5
NPA020364	6	6
NPA020365	6	6
PNPdb03100	6	6
PNPdb04430	10	9
PNPdb04424	8	8
NPA020370	4	1
PNPdb04425	10	10
NPA020371	9	9
PNPdb04422	12	7
NPA020372	9	9
PNPdb04428	14	14
NPA018051	13	13
PNPdb04426	11	11
NPA003804	2	2
NPA018059	8	7
NPA015847	2	2
PNPdb03110	7	7
PNPdb04442	8	5
PNPdb03112	10	9
PNPdb04440	8	7
PNPdb04441	12	7
PNPdb03103	6	5
PNPdb04435	9	7
NOR00530	10	10
PNPdb03102	3	3
PNPdb04436	8	7
NOR00531	10	10
PNPdb04433	12	11
NOR00532	8	8
PNPdb03104	7	7
PNPdb04434	8	7
NOR00533	8	8
PNPdb03107	8	8
PNPdb04439	14	14
NPA003855	4	4
NOR00534	10	10
PNPdb03106	9	8
NOR00535	7	7
PNPdb03109	7	6
PNPdb04437	14	13
NOR00536	7	6
PNPdb03108	7	7
PNPdb04438	9	9
NPA003859	5	5
NOR00538	7	7
NOR00539	7	7
NPA014507	3	1
PNPdb04450	7	6
NPA027812	2	0
PNPdb03121	2	3
PNPdb04453	15	15
PNPdb03120	3	3
PNPdb04454	14	14
PNPdb04451	8	5
NOR00550	7	7
PNPdb04452	5	5
PNPdb04446	10	10
NPA001201	18	11
NPA002531	11	10
PNPdb03113	11	11
PNPdb04447	8	7
NOR00542	7	6
PNPdb03116	10	9
PNPdb04444	14	14
PNPdb04445	8	7
NOR00544	8	8
PNPdb03118	6	5
NPA002535	5	5
NOR00545	8	8
PNPdb03117	13	13
PNPdb04448	14	14
PNPdb03119	2	2
PNPdb04449	8	5
BGC0001006.2	0	0
BGC0001006.1	0	0
NOR00549	7	7
BGC0001006.0	0	0
BGC0002119.1	0	0
BGC0002119.0	0	0
BGC0001006.3	0	0
BGC0002955.0	4	4
PNPdb04460	12	11
PNPdb04461	8	7
PNPdb03130	5	5
PNPdb03132	8	8
PNPdb04464	4	4
PNPdb04465	8	7
PNPdb04462	15	9
PNPdb03133	6	6
NPA003830	6	6
PNPdb03125	5	5
PNPdb04457	13	13
PNPdb04458	8	7
PNPdb03127	6	6
PNPdb04455	4	4
NPA002500	4	2
NPA003831	20	10
NOR00510	2	2
PNPdb03126	4	3
PNPdb04456	10	10
NOR00511	2	2
NOR00512	2	2
PNPdb03128	4	3
NPA002505	5	5
PNPdb04459	8	5
NOR00515	7	7
NPA002506	2	2
NOR00516	7	7
NOR00517	7	7
NOR00518	7	7
NOR00519	8	8
NPA015814	6	6
NPA015815	6	5
PNPdb04471	9	7
PNPdb03141	7	3
NPA015819	6	6
PNPdb03140	10	10
PNPdb04470	9	7
PNPdb03143	11	10
PNPdb04475	14	14
BGC0000382.0	1	1
PNPdb03142	11	11
PNPdb03145	6	5
PNPdb04473	15	9
PNPdb03144	13	13
PNPdb04474	15	15
NPA018093	6	6
PNPdb03136	9	8
PNPdb04468	15	10
PNPdb03135	7	7
PNPdb04469	14	14
NOR00520	7	7
PNPdb04466	10	10
NOR00521	8	8
PNPdb03137	9	9
NOR00522	8	8
NOR00523	7	7
BGC0001807.0	5	4
NPA003847	2	2
NOR00524	7	7
BGC0001807.1	5	4
NOR00525	7	7
NOR00526	7	7
NPA002517	10	9
NOR00527	7	6
NPA015888	7	7
NPA014558	8	5
NPA025208	9	9
PNPdb03150	3	3
PNPdb04482	14	13
NPA025209	9	9
NPA025206	5	5
PNPdb04480	8	7
NPA025207	9	9
NPA027868	3	3
PNPdb03151	4	4
PNPdb04481	8	7
NPA001240	8	8
NPA025204	5	5
NPA027867	3	3
NOR00580	6	6
PNPdb04486	8	5
NPA025205	5	5
NPA027866	3	3
NOR00581	6	6
PNPdb03153	4	4
PNPdb04487	8	5
NPA002574	2	2
PNPdb03156	5	5
NPA025203	5	5
NOR00583	6	6
PNPdb03155	6	4
PNPdb04485	8	5
NPA025211	9	9
PNPdb03147	4	4
PNPdb04479	8	5
NPA003895	3	3
NPA025212	9	9
PNPdb03146	2	2
NOR00575	7	5
PNPdb03149	3	4
PNPdb04477	14	14
NPA025210	9	9
NOR00576	7	5
PNPdb04478	8	5
NOR00577	7	5
NPA003899	12	12
NPA015895	6	6
NPA015876	7	6
PNPdb04490	14	14
PNPdb03161	4	4
BGC0001379.0	0	0
PNPdb04494	8	7
PNPdb03163	7	7
PNPdb04491	8	5
PNPdb03162	8	7
PNPdb03165	10	10
PNPdb04497	8	7
PNPdb03164	7	7
PNPdb04498	13	12
NPA027854	10	10
PNPdb03167	7	6
PNPdb03166	9	9
NPA001244	7	6
NOR00584	6	4
PNPdb03158	6	6
PNPdb03157	6	6
NPA027860	7	5
PNPdb04489	12	11
NPA015883	6	6
NPA014535	7	7
BGC0001113.0	3	2
NPA014536	7	7
BGC0001113.1	0	0
NPA015869	4	3
PNPdb03170	11	10
NPA014539	8	7
PNPdb03172	2	2
PNPdb03171	2	2
PNPdb03173	3	3
PNPdb03176	3	3
PNPdb03175	6	6
NOR00560	9	9
PNPdb03178	3	3
NPA002551	18	17
NPA003882	2	2
NOR00561	11	11
PNPdb03169	11	11
PNPdb03168	11	11
PNPdb04499	13	13
BGC0003005.3	4	3
