id	recognized_monomers	nerpa2_supported_monomers
NPA017524	6	6
NPA018855	8	8
BGC0000319.0	1	1
NPA005540	8	8
NPA004212	2	2
NPA005539	2	2
NPA018864	5	5
NPA018862	6	6
NPA006883	5	5
NPA004216	7	6
NPA006876	2	2
NPA005549	7	7
BGC0000354.3	11	9
BGC0000354.2	11	9
BGC0000354.1	11	9
BGC0000354.0	11	9
NPA016261	5	5
NPA017596	13	13
NPA017597	9	9
NPA016269	2	2
NPA028227	2	2
NPA016250	3	3
NPA016251	8	8
NPA017589	6	6
NPA017571	7	7
NPA017574	4	3
NPA017576	7	7
NPA016246	4	4
NPA016227	18	18
NPA016226	11	11
NPA017557	11	11
BGC0000367.0	16	15
NPA005591	7	7
NPA005594	7	5
NPA005598	5	5
NPA005597	22	22
BGC0001089.0	3	3
NPA017563	7	7
NPA017566	2	2
NPA000704	6	6
NPA000706	3	3
BGC0000341.0	17	14
BGC0000341.1	17	14
PNPdb04802	20	12
PNPdb04803	20	10
NPA000711	7	5
NPA000712	5	4
PNPdb04801	20	12
PNPdb04807	20	11
PNPdb04805	20	11
NPA016299	20	10
PNPdb04808	20	10
BGC0003020.0	0	0
NPA004292	4	4
NPA004291	5	5
PNPdb04810	20	11
PNPdb04814	20	9
PNPdb04811	20	11
PNPdb04812	20	11
PNPdb04817	20	9
PNPdb04816	20	12
PNPdb04819	20	12
PNPdb04820	15	15
PNPdb04821	20	12
PNPdb04824	15	15
PNPdb04822	20	11
PNPdb04823	20	10
PNPdb04828	20	9
PNPdb04826	13	11
PNPdb04827	20	9
NPA016277	9	9
NOR01909	11	9
BGC0002493.0	5	3
PNPdb04710	13	13
PNPdb04711	14	10
BGC0001014.0	3	3
PNPdb04714	14	10
PNPdb04715	16	15
PNPdb04712	13	13
NPA001954	2	1
PNPdb04713	14	9
PNPdb04718	8	7
NPA000627	12	12
NOR01905	10	8
NOR01906	1	0
NOR01907	17	14
NOR01908	17	14
BGC0002889.1	1	0
BGC0002889.2	11	10
PNPdb04722	7	6
BGC0002889.3	11	10
PNPdb04720	13	13
PNPdb04725	16	16
PNPdb04726	8	7
NPA000634	5	5
NOR01910	2	2
BGC0002889.0	1	0
NOR01911	2	1
NPA012614	8	8
NOR01912	10	9
NPA012613	4	4
NOR01913	5	5
NOR01914	0	0
NOR01915	0	0
NOR01916	0	0
NOR01917	5	5
NOR01918	1	1
NOR01919	13	13
NPA013921	2	2
BGC0002623.4	4	3
PNPdb04732	13	12
BGC0002623.3	4	3
PNPdb04733	19	19
BGC0002623.6	4	4
BGC0002623.5	4	4
PNPdb04731	15	10
BGC0002373.0	3	3
BGC0002623.0	4	4
PNPdb03404	8	7
PNPdb03403	11	11
PNPdb04737	10	5
BGC0002623.2	4	3
NPA001933	7	7
PNPdb03406	6	5
PNPdb04734	19	11
BGC0002373.1	3	3
BGC0002623.1	4	4
PNPdb04735	9	4
NPA001935	10	9
PNPdb03408	3	3
NPA001934	3	3
PNPdb03407	3	3
PNPdb04738	13	13
PNPdb03409	6	6
BGC0002623.8	3	3
PNPdb04750	16	11
BGC0002623.7	4	4
PNPdb04751	16	11
PNPdb03420	9	9
BGC0002623.9	3	3
PNPdb03411	4	4
PNPdb04743	16	10
PNPdb04744	10	5
PNPdb03413	5	5
PNPdb04741	16	10
PNPdb03412	19	18
PNPdb04747	16	10
BGC0000893.0	0	0
BGC0001001.2	0	0
NPA001941	2	2
PNPdb03414	7	7
PNPdb04748	13	13
BGC0001001.1	0	0
NPA000612	2	2
PNPdb03417	10	10
PNPdb04745	16	10
BGC0001001.0	0	0
PNPdb03416	10	10
PNPdb03419	9	8
BGC0001792.0	8	8
PNPdb03418	9	9
PNPdb04749	16	11
NPA016198	2	2
BGC0001792.1	8	8
NPA012650	9	7
BGC0002996.2	0	0
BGC0002996.1	0	0
BGC0002996.0	0	0
NPA024634	2	1
NPA009009	2	2
NPA024635	2	2
NPA009002	3	3
NPA009003	3	2
PNPdb04762	19	11
PNPdb02100	8	8
NPA000671	4	3
PNPdb04760	16	11
PNPdb03422	5	5
PNPdb04754	19	18
NPA000662	13	13
NPA024640	11	7
PNPdb03421	9	9
PNPdb04755	16	10
PNPdb04752	12	12
NOR01940	0	0
PNPdb03423	5	5
PNPdb04753	16	11
BGC0001517.0	4	3
NOR00610	3	2
NOR01941	0	0
PNPdb03426	4	2
NPA001996	7	6
NOR00611	3	3
NOR01942	0	0
PNPdb04759	14	11
NOR00612	3	2
NOR01943	4	3
PNPdb04756	20	13
NOR00613	3	2
NOR01944	4	3
PNPdb04757	16	11
NOR00614	3	3
NOR01945	2	1
NOR00615	3	2
NOR01946	8	7
PNPdb03429	5	3
NOR00616	3	3
NOR01947	11	11
NOR00617	3	2
NOR01948	2	2
NOR00618	3	2
NOR01949	1	1
NPA013990	10	10
NOR00619	3	2
BGC0000400.0	13	13
BGC0002529.2	5	4
BGC0002529.1	3	3
BGC0002529.0	2	1
PNPdb03440	5	5
PNPdb04772	20	14
NPA024622	2	2
PNPdb04773	19	11
PNPdb03442	6	5
PNPdb02110	4	4
PNPdb03441	6	5
PNPdb04771	19	12
PNPdb03433	3	3
PNPdb02101	8	8
PNPdb04766	20	12
NOR01950	11	11
PNPdb02104	10	10
PNPdb03435	8	8
PNPdb04763	19	11
NOR00620	3	3
NOR01951	9	7
PNPdb02103	7	7
PNPdb04764	13	13
NOR00621	9	7
NOR01952	0	0
PNPdb03437	6	5
NOR00622	4	4
NOR01953	0	0
PNPdb02105	6	5
PNPdb03436	5	5
NOR00623	3	3
NOR01954	1	1
PNPdb03439	5	5
PNPdb04767	20	14
NOR00624	4	4
NOR01955	1	1
PNPdb02107	13	13
PNPdb03438	5	5
PNPdb04768	19	10
NOR00625	5	5
NOR01956	6	5
NOR00626	5	4
NOR01957	6	5
PNPdb02109	14	14
NPA011325	10	9
NOR00627	5	5
NOR01958	2	2
NOR00628	5	5
NOR01959	2	2
NOR00629	5	5
NPA013980	5	5
NPA013961	4	4
NPA013968	7	7
PNPdb04780	11	11
PNPdb02120	7	7
PNPdb04783	19	10
PNPdb02122	6	6
PNPdb03453	3	3
PNPdb04781	9	6
PNPdb02121	5	5
PNPdb03452	6	6
PNPdb04782	20	12
BGC0002409.1	7	6
NPA001971	2	2
PNPdb02113	6	5
BGC0002409.2	7	6
NPA001970	6	6
PNPdb03443	2	2
PNPdb04777	20	11
BGC0002409.3	7	6
NPA000641	6	6
PNPdb02115	5	5
PNPdb03446	9	8
BGC0002409.4	7	6
BGC0002409.5	7	6
NPA012629	7	7
PNPdb02117	4	4
PNPdb03448	6	6
BGC0002409.6	7	6
NOR01920	0	0
PNPdb02116	4	3
PNPdb03447	11	11
NOR01921	0	0
PNPdb02119	5	5
PNPdb04778	15	14
NOR01922	1	0
PNPdb02118	6	6
PNPdb04779	20	11
NOR01923	1	1
NPA000648	3	3
NOR01924	10	8
NOR01925	1	1
NOR01926	3	1
NOR01927	0	0
NOR01928	0	0
NOR01929	1	1
BGC0002730.2	0	0
BGC0002730.3	1	1
NPA024608	12	12
BGC0002730.4	1	1
NPA024605	10	7
NPA024603	9	9
PNPdb04791	20	12
BGC0002730.0	1	1
PNPdb03460	8	8
BGC0002730.1	1	1
PNPdb02131	7	7
PNPdb03462	10	10
PNPdb04794	17	17
PNPdb02130	7	7
PNPdb03461	10	10
PNPdb04795	20	11
NPA001991	7	7
PNPdb03464	10	10
PNPdb04792	20	12
BGC0002409.0	7	6
NPA001990	5	5
PNPdb02132	11	11
PNPdb03463	10	10
PNPdb04793	12	11
PNPdb02124	7	7
PNPdb03455	5	5
PNPdb04787	20	12
PNPdb02123	6	5
PNPdb03454	5	5
PNPdb04788	17	17
PNPdb02126	6	6
PNPdb03457	10	10
PNPdb02125	6	6
PNPdb03456	10	10
PNPdb04786	13	13
NOR01930	1	1
PNPdb02128	6	5
PNPdb03459	10	10
NPA000655	7	7
NOR00600	10	8
NOR01931	11	9
PNPdb02127	4	4
PNPdb03458	10	10
NOR00601	3	1
NOR01932	0	0
NOR00602	3	1
NOR01933	0	0
NPA012636	8	5
NOR00603	3	2
NOR01934	0	0
NPA001989	4	4
NPA012635	7	7
NOR00604	3	2
NOR01935	2	2
NOR01936	1	1
NPA012633	2	2
NOR00606	3	2
NOR01937	0	0
NOR00607	3	2
NOR01938	8	8
NOR00608	3	3
NOR01939	1	1
NOR00609	3	2
NPA010031	2	2
NPA010032	5	5
NPA009041	7	7
BGC0002075.3	0	0
BGC0002075.2	0	0
BGC0002075.1	0	0
PNPdb02140	3	3
PNPdb03471	11	9
BGC0002075.0	0	0
PNPdb03470	4	4
PNPdb02142	5	5
PNPdb03473	5	4
PNPdb02141	4	4
PNPdb03472	5	4
NOR01990	14	14
PNPdb02144	6	6
PNPdb03475	4	3
BGC0002075.4	0	0
NOR00660	13	13
NOR01991	9	9
PNPdb02143	6	6
PNPdb03474	4	3
NPA024683	20	20
PNPdb02135	10	10
PNPdb03466	10	10
NOR00651	8	8
PNPdb02134	4	4
PNPdb03465	10	10
NOR00652	8	8
PNPdb03468	9	7
PNPdb04796	20	12
NPA024682	20	20
NOR01984	9	9
PNPdb02136	8	7
PNPdb03467	10	9
NOR01985	8	8
NOR00655	11	11
NOR01986	8	8
PNPdb02138	8	6
PNPdb03469	11	11
NOR01987	8	8
NOR00657	12	12
NOR01988	8	8
NOR00658	12	12
NOR00659	8	8
NPA012689	4	4
NPA010022	2	2
NPA011372	2	2
NPA009052	3	2
PNPdb03480	6	6
PNPdb02151	6	4
PNPdb03482	12	12
NPA024668	7	6
PNPdb02150	7	7
PNPdb03481	13	13
PNPdb02153	7	7
PNPdb03484	2	1
PNPdb02152	5	5
PNPdb03483	2	1
BGC0000150.1	0	0
NOR00670	3	2
PNPdb02155	5	5
PNPdb03486	8	7
BGC0000150.0	0	0
PNPdb02154	7	7
PNPdb03485	5	3
NOR00661	17	14
NOR01992	7	7
PNPdb02146	6	6
PNPdb03477	6	6
NOR00662	19	17
NOR01993	11	11
PNPdb02145	4	4
PNPdb03476	6	6
NOR00663	4	4
PNPdb02148	7	7
NOR00664	4	3
PNPdb02147	4	3
PNPdb03478	6	6
NOR00665	6	2
NOR00666	6	2
NOR00667	6	2
BGC0001312.0	9	9
NPA011368	3	2
BGC0000413.0	10	9
NPA012697	3	3
NPA010034	10	10
BGC0001698.3	1	1
PNPdb02160	8	8
PNPdb03491	6	6
PNPdb02162	7	7
PNPdb03493	8	8
PNPdb02161	8	6
PNPdb03492	2	2
PNPdb02164	11	11
PNPdb03495	8	8
NPA000691	7	7
PNPdb02163	5	5
PNPdb03494	8	8
PNPdb03497	2	1
PNPdb02165	12	11
PNPdb03496	8	8
PNPdb02157	6	5
PNPdb03488	2	2
NOR01960	2	2
PNPdb02156	7	7
NOR00630	5	5
NOR01961	4	1
PNPdb02159	7	7
NOR00631	5	5
NOR01962	1	1
PNPdb02158	3	2
NOR00632	4	4
NOR01963	3	3
NOR00633	6	5
NOR01964	1	0
NOR00634	6	5
NOR01965	2	1
NOR00635	6	5
NOR01966	2	1
NPA011338	6	6
NOR00636	6	5
NOR01967	2	2
NPA011337	5	4
NPA012668	7	7
NOR00637	5	4
NOR01968	2	1
NPA010004	2	2
NOR00638	6	5
NOR01969	2	1
NPA011335	3	2
NOR00639	6	5
NPA011334	4	2
NPA009031	3	3
NPA012682	6	6
NPA009033	2	1
BGC0003117.0	0	0
BGC0000306.0	6	6
NPA013999	3	3
BGC0001432.0	5	5
PNPdb02172	7	6
PNPdb02175	3	3
PNPdb02174	14	13
NPA009037	4	3
NPA024641	9	9
PNPdb02177	3	3
PNPdb02176	4	4
NPA000694	4	4
NOR01970	2	1
PNPdb02168	8	7
PNPdb03499	2	1
NOR00640	5	4
NOR01971	2	1
PNPdb02167	4	4
PNPdb03498	2	2
NOR00641	5	4
NOR01972	2	1
NOR01973	2	1
PNPdb02169	8	6
NOR01974	2	2
NOR00644	4	4
NOR01975	9	9
NOR01976	1	0
NOR00646	5	5
NOR01977	1	1
NOR01978	11	9
NOR00648	5	5
NOR01979	8	7
BGC0001565.0	11	11
NPA009083	9	8
PNPdb02180	3	3
PNPdb02181	5	5
PNPdb02184	6	6
PNPdb02186	4	4
PNPdb02185	4	3
BGC0000951.7	3	3
BGC0001672.0	1	1
PNPdb02187	6	4
NPA023396	6	6
NPA023397	7	7
PNPdb02178	4	3
NPA023394	6	6
BGC0002649.0	0	0
NPA023395	6	6
NPA023392	7	7
NPA006805	2	2
NPA023393	7	7
NPA010068	4	3
BGC0002480.2	1	1
BGC0002480.3	1	1
PNPdb02191	7	5
NPA009096	18	10
PNPdb02190	6	4
PNPdb02193	6	5
PNPdb02192	7	7
PNPdb02195	8	8
PNPdb02194	7	7
PNPdb02197	3	2
PNPdb02196	7	7
PNPdb02199	10	9
PNPdb02198	4	4
BGC0002480.0	1	1
BGC0002480.1	1	1
BGC0001027.0	1	0
NPA010079	3	3
BGC0001027.1	1	0
NPA009064	5	5
NPA010051	13	13
NPA011383	6	4
NPA009067	3	2
NPA011380	3	3
NPA009062	2	2
NOR00681	9	7
NPA023366	3	3
NOR00672	8	7
NOR00673	8	7
NOR00674	8	7
NOR00675	8	7
BGC0000426.0	3	3
NOR00676	7	4
NOR00677	7	4
NOR00678	7	4
NOR00679	7	4
BGC0002503.6	12	11
BGC0002503.4	10	9
BGC0002503.5	8	7
BGC0002503.2	9	8
BGC0002503.3	7	7
BGC0002503.0	9	9
BGC0002503.1	10	9
BGC0001147.2	0	0
BGC0002360.0	6	6
BGC0001147.1	0	0
NOR00690	10	7
NOR00691	9	7
NPA024685	22	22
NOR00692	10	7
NPA024686	9	9
NOR00693	10	7
BGC0000951.6	3	3
NOR00683	9	7
BGC0000951.5	3	3
BGC0000951.4	2	2
NOR00685	9	7
BGC0000951.3	2	2
NOR00686	10	7
BGC0000951.2	2	2
BGC0002360.2	7	7
NOR00687	10	7
BGC0000951.1	3	3
BGC0002360.1	7	7
NOR00688	9	7
BGC0000951.0	3	3
NOR00689	8	7
NPA011386	2	2
BGC0002432.0	13	13
NPA018703	9	9
NPA018707	11	10
NPA005412	2	1
NPA006742	4	3
NPA006741	7	6
NPA006738	11	9
NPA006737	7	7
BGC0001218.0	0	0
BGC0001195.1	1	1
BGC0001195.0	1	1
BGC0001195.3	1	1
BGC0001195.2	1	1
NPA006710	10	9
BGC0001970.0	0	0
BGC0002815.1	9	9
BGC0002815.0	9	9
BGC0000340.0	0	0
BGC0000340.3	0	0
BGC0000976.0	0	0
BGC0000340.4	0	0
BGC0000340.1	0	0
NPA023277	6	6
BGC0000340.2	0	0
NPA018758	6	4
NPA017429	11	11
BGC0000318.0	1	1
NPA006771	7	7
NPA004111	4	4
BGC0000989.0	0	0
NPA004112	3	3
NPA005435	10	9
NPA006767	7	7
NPA017435	3	3
NPA018764	5	5
NPA017414	5	5
NPA018745	5	5
BGC0002815.2	9	9
NPA005450	8	8
NPA006780	6	6
NPA005449	7	7
NPA018753	7	5
NPA017404	4	4
NPA017408	2	2
BGC0001445.0	0	0
BGC0003023.10	13	11
BGC0003023.11	13	12
BGC0002458.0	1	1
BGC0002205.0	1	0
BGC0002205.1	0	0
NPA006745	6	6
BGC0000460.0	6	3
BGC0003047.0	6	6
NPA018744	5	5
NPA018727	5	5
NPA005433	7	7
NPA004103	23	23
NPA005434	7	7
NPA016139	18	11
BGC0001636.0	9	9
NPA004150	11	11
NPA028124	3	3
BGC0002014.0	2	2
NPA028125	4	4
NPA028126	4	4
BGC0001240.0	6	6
BGC0001240.1	6	6
BGC0002850.1	10	9
BGC0002850.0	10	9
NPA017478	12	12
NPA018789	2	2
BGC0000366.1	6	5
BGC0000366.0	6	5
BGC0002983.0	1	1
BGC0003154.0	0	0
NPA028107	3	3
NPA028108	3	2
NPA018790	4	3
NPA018799	4	4
NPA016136	7	7
NPA017449	10	10
NPA004134	2	1
NPA005465	2	2
NPA006795	3	3
BGC0001516.0	0	0
NPA016122	3	3
NPA017452	7	7
NPA016125	4	4
NPA018786	6	6
NPA016108	5	5
NPA018768	7	7
NPA005470	6	6
NPA005474	2	2
NPA005477	19	19
NPA004137	7	7
NPA018772	6	4
NPA018770	3	3
NPA016113	10	10
NPA004192	14	12
NPA013902	6	6
NPA013907	9	7
NPA016182	5	5
NPA016189	7	5
BGC0001088.0	2	2
NPA016170	18	10
NPA016175	5	3
NPA016174	3	2
NPA001927	6	6
NPA004174	3	3
BGC0000353.0	1	0
BGC0003141.0	3	3
BGC0002565.0	8	6
NPA016167	2	2
NPA004180	7	7
NPA004181	2	2
NPA004187	7	7
NPA004184	2	2
PNPdb04700	16	9
PNPdb04704	20	20
PNPdb04701	13	13
PNPdb04702	20	20
PNPdb04708	8	6
PNPdb04709	18	10
NPA016158	11	10
BGC0001801.1	1	0
NPA025802	5	5
BGC0001801.2	1	0
NPA000504	4	4
NPA001838	5	5
NPA000507	4	3
NPA013811	3	3
NPA013815	18	9
PNPdb04600	18	8
NPA000512	6	6
PNPdb04605	12	10
NPA000513	2	1
NPA016096	18	10
NPA000514	2	2
NOR00702	10	7
NOR00703	10	7
PNPdb04609	11	10
NOR00704	10	7
NPA001848	20	20
NOR00705	10	7
PNPdb04607	9	5
NOR00708	9	7
NOR00709	9	7
BGC0002494.0	6	5
BGC0001671.0	1	1
NPA004099	6	6
NPA013804	6	6
PNPdb04611	18	9
BGC0001013.0	1	0
PNPdb04612	17	8
NPA001810	5	5
NPA016083	9	9
PNPdb04615	9	5
NPA001811	20	11
PNPdb04614	11	11
NPA001813	3	2
NPA001815	20	10
PNPdb04618	8	4
BGC0001399.0	2	2
PNPdb04622	15	9
NPA016070	3	2
PNPdb04620	7	6
NPA001821	19	11
BGC0002611.0	3	3
PNPdb04627	9	7
PNPdb04624	17	9
PNPdb04625	14	14
NPA013862	6	6
NPA013867	5	5
BGC0001133.0	7	7
NPA013868	4	2
PNPdb04640	17	8
PNPdb04641	17	9
NPA025840	7	7
PNPdb04633	18	8
NPA001871	2	2
PNPdb04634	9	7
NPA000543	6	6
NOR00730	7	6
PNPdb04632	18	8
PNPdb03305	7	7
PNPdb04637	18	9
NPA001875	3	3
PNPdb04638	7	6
PNPdb03307	7	7
PNPdb04635	14	13
NOR00734	7	7
PNPdb03306	11	10
PNPdb04636	17	17
PNPdb04639	13	13
NPA013854	8	8
NPA025839	7	7
NPA025838	7	7
NPA025836	10	9
NPA025835	10	10
NPA025834	9	9
NPA025833	9	9
NPA025832	10	10
NPA024501	2	2
NPA025831	5	5
PNPdb04652	18	10
NPA001892	6	6
NPA025830	5	5
PNPdb04650	13	13
BGC0001000.0	2	2
PNPdb04644	18	9
NOR00740	6	5
NOR00741	8	7
PNPdb04643	14	13
PNPdb04648	11	11
PNPdb04649	8	7
NPA000557	19	19
NPA012539	5	4
NOR00744	4	3
NOR00745	10	9
PNPdb04647	13	13
NOR00749	2	1
NPA025829	5	5
NPA025828	5	5
NPA025827	9	9
PNPdb04663	17	17
PNPdb02001	5	5
PNPdb04660	14	8
PNPdb02000	6	6
PNPdb04661	14	13
PNPdb04655	18	10
PNPdb04656	8	7
PNPdb04653	18	8
PNPdb04659	10	7
NPA012506	6	6
PNPdb04657	16	15
NOR00712	6	6
NOR00713	6	6
NPA001857	2	0
NOR00718	10	8
NOR00719	10	8
BGC0001120.0	0	0
NPA013836	7	7
NPA013838	20	11
NPA013839	10	10
PNPdb03341	2	2
PNPdb04673	16	15
PNPdb03340	17	14
PNPdb02012	7	4
PNPdb03343	2	2
PNPdb04671	9	9
PNPdb03342	11	9
PNPdb02003	4	4
PNPdb04666	13	13
PNPdb02002	6	6
PNPdb04667	14	8
PNPdb02005	6	6
NPA000532	5	5
PNPdb02004	5	2
PNPdb04665	19	17
PNPdb02007	6	6
PNPdb02009	7	7
NPA012516	6	6
PNPdb02008	6	6
PNPdb03339	5	4
PNPdb04669	18	11
NPA012512	14	13
NOR00727	3	1
NOR00728	7	6
NPA012573	2	1
PNPdb04681	20	20
PNPdb03350	6	6
PNPdb02021	13	13
PNPdb03352	10	8
PNPdb04684	15	14
PNPdb03351	8	8
PNPdb04685	16	15
NPA000593	6	5
PNPdb03354	10	9
PNPdb02022	16	11
PNPdb03353	10	9
PNPdb04683	15	9
NPA000584	8	7
PNPdb03345	16	15
PNPdb04677	13	13
NPA000585	4	3
PNPdb03344	3	3
PNPdb04678	9	7
NPA024560	2	2
NOR00773	5	5
PNPdb02016	10	10
PNPdb03347	3	3
PNPdb04675	17	8
BGC0000425.0	18	18
NOR00774	5	5
PNPdb02015	8	8
PNPdb03346	15	15
PNPdb04676	14	13
NOR00775	5	5
PNPdb02018	8	6
PNPdb03349	6	6
PNPdb02017	7	7
PNPdb03348	6	6
PNPdb02019	10	9
BGC0003082.0	1	1
NPA012584	3	2
BGC0000305.0	11	11
PNPdb04691	12	12
NPA024549	2	2
NPA025879	4	4
NPA023215	4	4
NPA025878	4	4
PNPdb02030	4	4
PNPdb03361	4	4
NPA025877	4	4
PNPdb03360	5	5
NPA023213	3	3
PNPdb02032	4	4
NPA023214	4	4
NPA025875	5	4
PNPdb02031	5	5
PNPdb03362	4	4
PNPdb02034	5	4
PNPdb02033	6	5
PNPdb03364	11	7
PNPdb04694	8	7
PNPdb02025	5	5
PNPdb03356	3	3
NPA000596	3	3
PNPdb02024	3	3
PNPdb03355	19	19
PNPdb04689	13	13
PNPdb02027	3	3
PNPdb03358	6	5
PNPdb04686	8	7
PNPdb03357	6	5
PNPdb04687	15	8
PNPdb02029	5	5
PNPdb02028	4	3
PNPdb03359	6	5
NPA013883	2	2
NPA013888	7	7
NPA013889	15	14
PNPdb03370	6	5
NPA023207	4	4
NPA025867	11	11
PNPdb02040	4	3
PNPdb03371	5	3
PNPdb02043	6	3
PNPdb03374	6	5
PNPdb02042	7	6
PNPdb03373	7	6
NPA025863	21	21
PNPdb03376	3	2
NPA025862	19	19
PNPdb02044	9	7
PNPdb03375	3	3
NPA000562	8	8
PNPdb03367	4	4
PNPdb04699	8	7
NOR00750	2	1
PNPdb02035	6	6
PNPdb03366	4	4
NOR00751	2	1
PNPdb02038	7	7
PNPdb03369	5	4
PNPdb04697	13	13
NPA000565	2	2
NOR00752	2	1
PNPdb03368	9	7
PNPdb04698	18	18
NOR00753	5	4
NPA000567	6	5
NOR00754	5	4
NOR00755	6	4
NOR00756	14	13
BGC0000295.0	0	0
NPA011211	2	2
NPA011230	7	7
NPA012561	2	2
NPA013879	20	12
PNPdb02050	8	7
PNPdb03381	6	6
PNPdb02051	9	9
PNPdb02054	3	2
PNPdb02053	16	12
PNPdb02056	3	3
PNPdb02055	2	2
NPA025861	20	20
PNPdb02047	9	9
NPA025860	21	21
PNPdb02046	10	10
PNPdb03377	5	5
NPA000575	7	7
NOR00762	17	14
PNPdb02049	11	11
PNPdb02048	9	8
PNPdb03379	16	16
NOR00766	11	9
NOR00767	11	9
NOR00768	11	9
NPA012558	2	2
NPA012554	7	6
BGC0000412.0	3	2
NPA013881	9	7
PNPdb03390	19	19
PNPdb02061	5	5
PNPdb03392	3	3
PNPdb02060	5	5
PNPdb03391	5	5
PNPdb03393	3	2
PNPdb03398	5	3
PNPdb02066	4	4
PNPdb02058	6	6
PNPdb03389	10	9
NPA023276	9	9
PNPdb02057	3	3
PNPdb02059	2	2
NPA023270	3	3
BGC0001039.0	3	1
NPA011297	3	2
PNPdb02070	6	5
BGC0001431.0	5	5
BGC0002089.1	0	0
PNPdb02072	2	2
BGC0002089.2	1	1
PNPdb02071	6	5
BGC0002089.3	0	0
PNPdb02074	7	7
PNPdb02073	6	6
PNPdb02075	6	6
PNPdb02078	12	11
PNPdb02077	8	8
PNPdb02069	6	6
NPA023265	8	7
PNPdb03399	8	8
BGC0000950.5	1	0
BGC0000950.4	1	0
BGC0000950.3	1	0
BGC0000438.0	25	25
BGC0000950.2	1	0
BGC0000950.1	1	0
BGC0000950.0	1	0
NPA012593	2	2
PNPdb02081	13	13
BGC0001159.4	0	0
PNPdb02083	11	11
PNPdb02082	7	6
BGC0000963.0	8	7
PNPdb02085	3	3
BGC0001159.0	0	0
BGC0001159.1	0	0
PNPdb02086	4	4
BGC0001159.2	0	0
PNPdb02089	2	2
BGC0001159.3	0	0
PNPdb02088	3	3
NPA023251	4	4
NPA011258	2	2
NPA012587	7	7
NPA012586	12	12
PNPdb02092	5	5
PNPdb02091	4	4
PNPdb02094	4	3
PNPdb02093	4	4
PNPdb02096	7	7
PNPdb02095	6	6
PNPdb02098	6	5
PNPdb02097	6	5
NPA023234	6	6
PNPdb02099	6	5
BGC0001026.0	0	0
NPA012597	11	11
NPA016414	4	3
NPA016413	4	2
PNPdb05010	28	27
PNPdb05014	30	30
NPA028400	2	2
PNPdb05015	39	39
NPA028401	4	4
PNPdb05012	28	27
NPA004431	6	5
NPA005762	3	3
NPA028402	4	4
PNPdb05007	27	26
PNPdb05005	33	33
PNPdb05006	33	33
PNPdb05009	33	33
NPA005759	2	2
BGC0002949.1	5	5
BGC0002949.0	5	5
BGC0003048.1	8	7
BGC0003048.0	8	7
BGC0002949.2	5	5
NPA016404	4	4
NPA017738	5	5
BGC0000975.0	1	1
PNPdb05020	44	42
BGC0001982.0	0	0
PNPdb05018	51	50
NPA004437	3	2
PNPdb05019	64	63
PNPdb05016	42	42
NPA004435	6	2
PNPdb05017	43	42
BGC0002300.1	4	1
NPA003107	2	2
NPA017743	21	9
BGC0002433.0	11	10
BGC0000988.0	0	0
NPA005734	6	6
NPA004404	4	4
NPA004405	6	6
NPA016401	4	4
NPA017714	3	3
NPA005748	4	2
BGC0002050.3	0	0
NPA003144	2	2
NPA004467	4	4
NPA004468	2	1
NPA005799	4	4
BGC0002050.1	1	1
BGC0002050.2	0	0
NPA027110	7	7
BGC0002050.0	1	1
NPA015131	3	3
NPA015132	10	10
BGC0002660.1	5	4
BGC0002660.0	4	4
NPA017798	18	18
NPA015116	7	6
NPA016448	8	8
NPA004480	8	8
NPA003157	9	7
NPA028425	4	4
NPA028426	4	4
NPA028427	5	5
NPA017780	2	2
NPA015120	2	0
NPA016452	4	4
NPA016456	8	8
NPA015125	3	3
NPA017769	3	3
NPA015107	8	5
BGC0002183.0	6	6
BGC0003168.0	6	6
NPA028420	3	3
NPA005785	6	6
NPA028421	3	3
NPA028422	3	3
NPA028423	3	3
NPA028424	5	4
NPA004445	7	7
NPA028417	12	12
NPA028418	13	13
NPA028419	3	3
NPA015113	6	5
NPA017755	7	7
NPA016427	7	6
BGC0001457.1	1	1
BGC0001457.2	1	1
BGC0001457.0	1	1
NPA005796	2	2
NPA028413	21	21
NPA028403	4	4
PNPdb02801	3	3
BGC0002326.2	8	8
PNPdb02803	8	8
PNPdb02802	4	4
NPA016430	6	6
PNPdb02805	7	6
PNPdb02804	7	7
PNPdb02807	10	9
PNPdb02809	10	10
NPA028482	19	19
NPA003188	5	4
NPA003189	4	4
NPA027157	3	3
PNPdb02810	10	10
BGC0001768.0	5	5
NPA015170	3	3
PNPdb02812	8	7
PNPdb02814	4	4
PNPdb02813	5	4
PNPdb02815	5	5
PNPdb02818	3	3
NPA000905	2	0
PNPdb02819	4	4
NPA003192	2	2
NPA003195	5	5
NPA003194	8	7
NPA028473	18	18
NPA028474	19	19
NPA028479	9	9
PNPdb02821	6	6
PNPdb02820	2	1
PNPdb02823	4	4
PNPdb02822	5	5
PNPdb02825	3	3
PNPdb02824	6	6
PNPdb02827	7	7
PNPdb02828	7	7
BGC0000378.4	2	1
BGC0002268.1	0	0
BGC0000378.5	0	0
BGC0002268.0	0	0
BGC0000378.6	2	1
BGC0000378.7	0	0
BGC0000378.0	1	0
BGC0000378.1	0	0
BGC0000378.2	1	0
BGC0000378.3	0	0
NPA028463	11	11
NPA028464	7	7
NPA028465	7	7
BGC0002268.4	0	0
