ID	Name	SMILES	Origin	InChiKey	Source
BGC0002815.2	acidobactamide C	CC[C@H](C)[C@H]1N(C)C(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](CC(O)=O)NC(=O)CNC(=O)[C@H](C)[C@H](O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](NC(=O)CC(N)C[C@H](O)[C@@H](NC(=O)[C@@H](O)CC2=CC=CC=C2)[C@H](O)C2=CC=C(OC)C=C2)[C@@H](C)O)[C@@H](C)OC1=O)C(C)C	Acanthopleuribacter pedis KCTC 12899	JTKYOBYUSHXUCL-SVZHJGFXSA-N	MIBiG4.0rc1
BGC0002844.0	burkholdine Bk1215	CCCCCCCCCCCC(C(C(CC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C(=O)N)O)CO)CC(=O)N)CCN)C(C2=CC=C(C=C2)O)O)CO)O)O)OC3C(C(C(CO3)O)O)O	Bukrholderia  catarinensis 89	ARGJHMFHVZLKHE-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002850.0	Lenziamide A	CN(C([C@@H](NC([C@H](C(C)C)N(C(CCNC([C@@H](N1C)C)=O)=O)C)=O)C)=O)[C@@H](CC2=CC=CC=C2)C(N[C@@H](CC(C)C)C(N(C)[C@@H](CO)C(N3[C@H](C(N([C@H](C(N[C@@H]([C@@H](C)CC)C1=O)=O)CC4=CC=CC=C4)C)=O)CCCN3)=O)=O)=O	Streptomyces  PC5	KGXJAHCRPJANEY-GVJYGADBSA-N	MIBiG4.0rc1
BGC0002850.1	Lenziamide B	CN(C([C@@H](NC([C@H](C(C)C)N(C(CCNC([C@@H](N1C)C)=O)=O)C)=O)C)=O)[C@@H](CC2=CC=CC=C2)C(N[C@@H](CC(C)C)C(N(C)[C@@H](CO)C(N3[C@H](C(N([C@H](C(N[C@@H]([C@@H](C)CC)C1=O)=O)CC4=CNC5=CC=CC=C45)C)=O)CCCN3)=O)=O)=O	Streptomyces  PC5	RBTPZDJINMMEJV-ADXSKJDXSA-N	MIBiG4.0rc1
BGC0002858.0	pentaminomycin C	CC(C)C[C@@H]1NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN(O)C(=N)N)NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@@H](C(C)C)NC1=O	Actinomycetes Streptomyces sp. GG23	CWPJDJNWWFRWOO-XVEIJSAGSA-N	MIBiG4.0rc1
BGC0002858.1	pentaminomycin D	CC(C)[C@@H]1NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN(O)C(=N)N)NC(=O)[C@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)[C@@H](C(C)C)NC1=O	Actinomycetes Streptomyces sp. GG23	KCWUMMUIGCKNGQ-PCPRHZMTSA-N	MIBiG4.0rc1
BGC0002858.2	pentaminomycin E	CC(C)[C@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CCCN(O)C(=N)N)NC(=O)[C@H](CC2=C[NH]C3=CC=CC=C23)NC1=O	Actinomycetes Streptomyces sp. GG23	YXRGKAXXJOEWHW-QLAJLQEUSA-N	MIBiG4.0rc1
BGC0002871.0	Haereoplantin A	C/C=C(/NC(=O)CCCCCCC)C(=O)N/C(=C/C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)NC1=CC=C(C(=O)N[C@H](C(=O)O)[C@@H](C)O)C=C1)C1=CC=C(O)C=C1)[C@@H](O)C(C)C	 Burkholderia plantarii ATCC 43733	HICGKJFIMOWMEM-AUKZETPZSA-N	MIBiG4.0rc1
BGC0002871.2	Haereoplantin C	C/C=C(/NC(=O)CCCCCCC)C(=O)N/C(=C/C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C(=O)NC1=CC=C(C(=O)N[C@H](C(=O)O)[C@@H](C)O)C=C1)C1=CC=C(O)C=C1	 Burkholderia plantarii ATCC 43733	RWSZPDIZUVIDBM-SBWKKBDFSA-N	MIBiG4.0rc1
BGC0002871.3	Haereoplantin D	C/C=C(/NC(=O)CCCCCCC)C(=O)N/C(=C/C)C(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NC1=CC=C(C(=O)N[C@H](C(=O)O)[C@@H](C)O)C=C1)[C@@H](O)C(C)C	 Burkholderia plantarii ATCC 43733	GDYVTAOKQLSCGU-INBVFTKDSA-N	MIBiG4.0rc1
BGC0002871.4	Haereoplantin E	C/C=C(/NC(=O)CCCCCCC)C(=O)N/C(=C/C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)NC1=CC=C(C(N)=O)C=C1)C1=CC=C(O)C=C1)[C@@H](O)C(C)C	 Burkholderia plantarii ATCC 43733	HRCZDTQVIWUXRB-ALFULQJTSA-N	MIBiG4.0rc1
BGC0002879.0	Cinnamexin	CC(C)CC1NC(=O)C2CCCN2C(=O)C(C(O)C(C)C)NC(=O)CNC(=O)C(C(C)O)NC(=O)C2NC(=O)C(NC(=O)/C=C/C3=CC(C(O)C(C)O)=CC=C3)C(C)OC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(O)NC1=O)C(O)C1=CC(=C(O)C=C1)OC1=CC=C2C=C1	Streptomyces sp. 	LWDZBFKBQGLWTG-DEDYPNTBSA-N	MIBiG4.0rc1
BGC0002880.0	Desoxydysinosin B	CC(C)C(C(=O)N1[C@H]2C[C@@H](CC[C@H]2C[C@H]1C(=O)NCCC3=CCN(C3)C(=N)N)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)NC(=O)C(COS(=O)(=O)O)OC	Hormoscilla sp. GUM007	CLSJQIQCDHNIHY-QRFQPTPCSA-N	MIBiG4.0rc1
BGC0002886.0	Dolastatin 10	CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C1=NC=CS1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C	Caldora  penicillata  FK14-30	OFDNQWIFNXBECV-VFSYNPLYSA-N	MIBiG4.0rc1
BGC0002889.2	actinomycin V	CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CC(=O)CN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C	Kitasatospora  sp. YINM00002	GQZJMUMSSGCVFS-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002890.0	cichofactin B	CCCCCCCCCC(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)O	Pseudomonas entomophila 4A7	GGJSRVIYGDLBIE-DCXAFLOBSA-N	MIBiG4.0rc1
BGC0002912.0	sorangibactin B	OC1=C(C2=NC(C3SCC(C4N(C)C(C(NC(CCS)C(O)=O)=O)CS4)N3C)=CO2)C=CC=C1	Sorangiineae  MSr11367	IRPJPSBDZCAWFB-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002912.1	sorangibactin C	OC1=C(C2=NC(C3SCC(C4N(C)C(C(NC5C(SCC5)=O)=O)CS4)N3C)CO2)C=CC=C1	Sorangiineae  MSr11367	OAZCOVYIMZESPJ-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002912.4	sorangibactin D	OC1=C(C2=NC(C3=NC(C4=NC(C(O)=O)CS4)CS3)=CO2)C=CC=C1	Sorangiineae  MSr11367	MVVKISIPCGYFAG-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002914.0	lyngbyastatin 1	CC[C@@H]1[C@@H](C(=O)O[C@H](C(=O)NCC(=O)N([C@H](C(=O)NCC(=O)N([C@H](C(=O)N([C@H](C(=O)NC(C(=O)C(C(=O)N([C@H](C(=O)N1)C)C)(C)C)C)CC2=CC=C(C=C2)OC)C)C(C)C)C)CC(C)C)C)[C@@H](C)CC)C	Okeania sp. VPG18-21 	MKKWMLGEOYGWEO-ZGLRIMITSA-N	MIBiG4.0rc1
BGC0002915.0	globomycin	CCCCCCC1C(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)O1)C(C)O)CO)C(C)CC)CC(C)C)C)C	Streptomyces sp. CA-278952	VFGBXFZXJAWPOE-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002919.0	Cirratiomycin A	[H][C@@](C)(N)[C@H](NC(=O)[C@H](C)NC(=O)C(N)(CO)CO)C(=O)N1N=CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N\C(=C(/C)CC)C(=O)N[C@@H](CO)C(O)=O	Streptomyces cirratus 248-Sq2	RQMOGOJZDJQHEP-VTJFLJOHSA-N	MIBiG4.0rc1
BGC0002919.1	Cirratiomycin B	[H][C@@](C)(N)[C@H](NC(=O)[C@H](C)NC(=O)C(N)(CO)CO)C(=O)N1N=CCC[C@H]1C(=O)N[C@@H](C)C(=O)N\C(=C(/C)CC)C(=O)N[C@@H](CO)C(O)=O	Streptomyces cirratus 248-Sq2	JIGYSKMCUNIKPN-KYVSZOTASA-N	MIBiG4.0rc1
BGC0002931.0	Diperamycin	CCCCCCC1CCC(OC1C)(C(C)(C(=O)NC2C(OC(=O)C(N(C(=O)C3CCCNN3C(=O)CNC(=O)C(N(C(=O)C4CCCNN4C2=O)O)COC)O)C)C)O)O	Streptomyces sp. CS113	IHQIMVZJVJTKSV-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002939.0	Prolinolexin	C=C(NC(=O)C(C(C)C)N(C)C(=O)CCCCCCCCCCCCC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)N1CCCC1CO	Streptomyces sp. 	IOYFASQTGREJLS-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002949.0	bulbiferamide B	OC([C@H](NC(N[C@@H](CC(C)C)C(N[C@@H](CC1=CN(C([C@H]([C@H](C)O)NC([C@@H](NC([C@H]([C@@H](C)CC)N2)=O)CCCNC(N)=N)=O)=O)C3=C1C=CC=C3)C2=O)=O)=O)CC4=CC=CC=C4)=O	Microbulbifer sp. VAAF005	HTQZMYJOORIJOA-XCJJYCCFSA-N	MIBiG4.0rc1
BGC0002949.2	bulbiferamide D	OC([C@H](NC(N[C@@H](CC(C)C)C(N[C@@H](CC1=CN(C(/C(NC([C@@H](NC([C@H](C(C)C)N2)=O)CCCNC(N)=N)=O)=C/C)=O)C3=C1C=CC=C3)C2=O)=O)=O)CC4=CC=CC=C4)=O	Microbulbifer sp. VAAF005	IVNAFOBCUPWDFM-XCUYMZTRSA-N	MIBiG4.0rc1
BGC0002950.0	aetokthonostatin	CC(OC)C(NC([C@H](C)[C@@H](OC)[C@@H]1CCCN1C(C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C([C@H](C(C)C)NC([C@@H](N(C)C)[C@@H](C)CC)=O)=O)=O)=O)CC2=CC=CC=C2	Aetokthonos hydrillicola Thurmond2011	BJHMSSKDHAKANG-RNWJPJQVSA-N	MIBiG4.0rc1
BGC0002950.1	monomethylaetokthonostatin	CC(OC)C(NC([C@H](C)[C@@H](OC)[C@@H]1CCCN1C(C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C([C@H](C(C)C)NC([C@@H](NC)[C@@H](C)CC)=O)=O)=O)=O)CC2=CC=CC=C2	Aetokthonos hydrillicola Thurmond2011	KDCAOWORTWHEIW-UDUHRBRXSA-N	MIBiG4.0rc1
BGC0002950.2	desaetophenineaetokthonostatin	OC([C@H](C)[C@@H](OC)[C@@H]1CCCN1C(C[C@@H](OC)[C@H]([C@@H](C)CC)N(C)C([C@H](C(C)C)NC([C@@H](N(C)C)[C@@H](C)CC)=O)=O)=O)=O	Aetokthonos hydrillicola Thurmond2011	KVCOFNFLKLPQCK-ZNVWUHHUSA-N	MIBiG4.0rc1
BGC0002955.0	epifadin	C/C(=C\C=C\C=C\C=C\CCCCCCC/C=C/C(=O)C1C(=O)C(NC1=O)CC(=O)O)/NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC3=CC=CC=C3)N	Staphylococcus epidermidis IVK83	UOZUXOSTOXOUIQ-BHQUSESZSA-N	MIBiG4.0rc1
BGC0002957.0	Mycoplanecin A	CC[C@H]1C[C@H](N(C1)C(=O)[C@H](C(C)C)N(C)C(=O)C(=O)CC)C(=O)N(C)[C@H]2[C@H](OC(=O)CNC(=O)[C@@H](N(C(=O)[C@@H]3CCCN3C(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@H]4C[C@H](CN4C(=O)[C@H](NC2=O)CC(C)C)C)CCC(C)C)C)C(C)C)C)CC(C)C)C	Actinoplanes awajinensis subsp. mycoplanecinus ATCC 33919	ICFLLAYTOVAMGO-ORZQNBSVSA-N	MIBiG4.0rc1
BGC0002957.1	Mycoplanecin B	C[C@H]1C[C@@H](C(N([C@H]2[C@@H](C)OC(CNC([C@H](CC(C)C)N(C)C([C@@H]3CCCN3C([C@H](C(C)C)N(C)C([C@H](CCC(C)C)NC([C@H]4C[C@@H](C)CN4C([C@@H](CC(C)C)NC2=O)=O)=O)=O)=O)=O)=O)=O)C)=O)N(C([C@@H](N(C(C(CC)=O)=O)C)C(C)C)=O)C1	Actinoplanes awajinensis subsp. mycoplanecinus ATCC 33919	JIGXVESWGUAPCN-YNAZWJIJSA-N	MIBiG4.0rc1
BGC0002957.2	Mycoplanecin D	O=C([C@@H](N(C(C(CC)=O)=O)C)C(C)C)N(C1)[C@H](C(N([C@H]2[C@@H](C)OC(CNC([C@H](CC(C)C)N(C)C([C@@H]3CCCN3C([C@H](C(C)C)N(C)C([C@H](CCC(C)C)NC([C@H]4C[C@@H](C)CN4C([C@@H](CC(C)C)NC2=O)=O)=O)=O)=O)=O)=O)=O)C)=O)C[C@@H]1CCC	Actinoplanes awajinensis subsp. mycoplanecinus ATCC 33919	HRDISPWDYCZRCY-ITZWPULQSA-N	MIBiG4.0rc1
BGC0002957.3	Mycoplanecin E	O=C([C@@H](N(C(C(CC)=O)=O)C)C(C)C)N(C1)[C@H](C(N([C@H]2[C@@H](C)OC(CNC([C@H](CCCC)N(C)C([C@@H]3CCCN3C([C@H](C(C)C)N(C)C([C@H](CCC(C)C)NC([C@H]4C[C@@H](C)CN4C([C@@H](CC(C)C)NC2=O)=O)=O)=O)=O)=O)=O)=O)C)=O)C[C@@H]1CCC	Actinoplanes awajinensis subsp. mycoplanecinus ATCC 33919	BBIMSPAURCAPRW-ITZWPULQSA-N	MIBiG4.0rc1
BGC0002975.0	Solanimycin B	CNC(=O)C(=C)NC(=O)C(=C)NC(=O)CNC(=O)C(=C)NC(=O)C(=C)NC(=O)C(O)NC(=O)C(N)C(O)\C=C\C=C\C=C\C=C\C=C\C=C\C	Dickeya solani MK10	SJSFJRGAJQSMNU-KPWNDLBOSA-N	MIBiG4.0rc1
BGC0002975.1	Solanimycin A	[H]C(NC(=O)C(N)C(O)\C=C\C=C\C=C\C=C\C=C\C=C\C)C(=O)NC(=C)C(=O)NC(=C)C(=O)NCC(=O)NC(=C)C(=O)NC(=C)C(=O)NC	Dickeya solani MK10	GMSNEJFZQGCMNJ-KPWNDLBOSA-N	MIBiG4.0rc1
BGC0002976.0	actinomycin L1	O=C(C1=CC=C(C)C(O2)=C1N=C(C(C(N[C@H]([C@H](C)OC([C@@H](C(C)C)N(C)C(CN3C)=O)=O)C(N[C@@H](C(C)C)C(N4C[C@@]5(NC(C(C=CC=C6)=C6N5)=O)C[C@@H]4C3=O)=O)=O)=O)=C7N)C2=C(C)C7=O)N[C@@H]8C(N[C@H](C(C)C)C(N9CCC[C@H]9C(N(CC(N([C@@H](C(C)C)C(O[C@@H]8C)=O)C)=O)C)=O)=O)=O	Streptomyces sp. MBT27	YRKIRRWIBZVQKX-VIASGKMUSA-N	MIBiG4.0rc1
BGC0002985.0	xylomyrocin A	CCC(C)[C@@H]1NC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H]([C@@H](O)[C@H](O)CO)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC1=O	Paramyrothecium sp. XJ0827 	PUPBGTMQGYELJK-XMWPYMIISA-N	MIBiG4.0rc1
BGC0002994.0	Megalochelin	CC(C)CC1NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)CNC(=O)CNC(=O)C2=CC=C(C3=C(CC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)NC(CO)C(=O)NC4CCCN(O)C4=O)C(C)C)NC(=O)C(C(C)O)NC1=O)N=CN3)C(O)=C2O	Streptomyces sp. 71268	KLSFPVACPQLHHB-UHFFFAOYSA-N	MIBiG4.0rc1
BGC0002995.0	cycloaspeptide A	C[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)NC2=CC=CC=C2C(=O)N1)CC3=CC=C(C=C3)O)C)CC(C)C)CC4=CC=CC=C4)C	Penicillium  soppii CBS:869.70	UPNQAUFZWGKHGZ-IAURBROLSA-N	MIBiG4.0rc1
BGC0002995.1	cycloaspeptide E	C[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)NC2=CC=CC=C2C(=O)N1)CC3=CC=CC=C3)C)CC(C)C)CC4=CC=CC=C4)C	Penicillium  soppii CBS:869.70	RHOUSNKWOXJDCO-XTPLGNKUSA-N	MIBiG4.0rc1
BGC0003001.11	sansanmycin Q	CC(C(C(=O)N/C=C\1/CC(C(O1)N2C=CC(=O)NC2=O)O)NC(=O)C(CCSC)NC(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)O)N(C)C(=O)C(CC5=CC(=CC=C5)O)NC(=O)CN	Streptomyces sp SS	CNQKAEWVZWVTDG-QLYXXIJNSA-N	MIBiG4.0rc1
BGC0003010.0	Rhizonin A	CC[C@H](C1C(N[C@H](C(C)C)C(N[C@H](C(C)C)C(N(C)[C@@H](CC2=COC=C2)C(N[C@@H](CC(C)C)C(N(C)[C@@H](C)C(N(C)[C@H](CC3=COC=C3)C(N1)=O)=O)=O)=O)=O)=O)=O)C	Mycetohabitans  endofungorum B5 (HKI-0456)	MHYASXKHPXOUMD-LEBVDWQWSA-N	MIBiG4.0rc1
BGC0003010.1	Rhizonin B	CC(C1C(N[C@H](C(C)C)C(N[C@H](C(C)C)C(N(C)[C@@H](CC2=COC=C2)C(N[C@@H](CC(C)C)C(N(C)[C@@H](C)C(N(C)[C@H](CC3=COC=C3)C(N1)=O)=O)=O)=O)=O)=O)=O)C	Mycetohabitans  endofungorum B5 (HKI-0456)	KYPFAYLQBMKQJL-ADWHWMRASA-N	MIBiG4.0rc1
BGC0003010.2	Rhizonin C	CC[C@H](C1C(N[C@H](C(C)C)C(N[C@H](C(C)C)C(N(C)[C@@H](CC2=COC=C2)C(N[C@@H](CC(C)C)C(N(C)[C@@H](C)C(N(C)[C@H](CC3=CC=CC=C3)C(N1)=O)=O)=O)=O)=O)=O)=O)C	Mycetohabitans  endofungorum B5 (HKI-0456)	PLGLIUBNFWHPSY-DUWMYHSNSA-N	MIBiG4.0rc1
BGC0003010.3	Rhizonin D	CC[C@H](C1C(N[C@H](C(C)C)C(N[C@H](C(C)C)C(N(C)[C@@H](CC2=CC=CC=C2)C(N[C@@H](CC(C)C)C(N(C)[C@@H](C)C(N(C)[C@H](CC3=COC=C3)C(N1)=O)=O)=O)=O)=O)=O)=O)C	Mycetohabitans  endofungorum B5 (HKI-0456)	CWTSXTXZVMQPNQ-UQUNQUAHSA-N	MIBiG4.0rc1
BGC0003010.4	Rhizonin E	CC[C@H](C1C(N[C@H](C(C)C)C(N[C@H](C(C)C)C(N(C)[C@@H](CC2=CC=CC=C2)C(N[C@@H](CC(C)C)C(N(C)[C@@H](C)C(N(C)[C@H](CC3=CC=CC=C3)C(N1)=O)=O)=O)=O)=O)=O)=O)C	Mycetohabitans  endofungorum B5 (HKI-0456)	OUZJUIMRRGWNSG-ONVBBNCMSA-N	MIBiG4.0rc1
BGC0003023.0	glidonin A	[H]C(SC)C[C@@H](N)C(N[C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](CC2=CC=CC=C2)C(N3CCC[C@H]3C(N[C@@H](CC4=CNC5=C4C=CC=C5)C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(NCCCCN)=O)C)=O)CO)=O)C)=O)C)=O)C(C)C)=O)=O)=O)=O)C(C)C)=O)CCC1)=O)CC(N)=O)=O	Caldimonas brevitalea DSM 7029	ARRVLXDCDZNQIE-AKMJFFTMSA-N	MIBiG4.0rc1
BGC0003023.1	Glidonin B	[H]C(S(C)=O)C[C@@H](N)C(N[C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](CC2=CC=CC=C2)C(N3CCC[C@H]3C(N[C@@H](CC4=CNC5=C4C=CC=C5)C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(NCCCCN)=O)C)=O)CO)=O)C)=O)C)=O)C(C)C)=O)=O)=O)=O)C(C)C)=O)CCC1)=O)CC(N)=O)=O	Caldimonas brevitalea DSM 7029	QIPPNNCJUBTRQK-OAISMUKKSA-N	MIBiG4.0rc1
BGC0003023.10	Glidonin K	[H]C(S(C)=O)C[C@@H](NC(CCCCCCCCCCCCC)=O)C(N[C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](CC2=CC=CC=C2)C(N3CCC[C@H]3C(N[C@@H](CC4=CNC5=C4C=CC=C5)C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(NCCCCN)=O)C)=O)CO)=O)C)=O)C)=O)C(C)C)=O)=O)=O)=O)C(C)C)=O)CCC1)=O)CC(N)=O)=O	Caldimonas brevitalea DSM 7029	KPXGKSLMHLROJM-OKEFVNNISA-N	MIBiG4.0rc1
BGC0003023.11	Glidonin L	CC(C)C[C@@H](NC(CCCCCCCCCCCCC)=O)C(N[C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](CC2=CC=CC=C2)C(N3CCC[C@H]3C(N[C@@H](CC4=CNC5=C4C=CC=C5)C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(NCCCCN)=O)C)=O)CO)=O)C)=O)C)=O)C(C)C)=O)=O)=O)=O)C(C)C)=O)CCC1)=O)CC(N)=O)=O	Caldimonas brevitalea DSM 7029	RMOGAIBWGYTWBV-ZPLFLXRVSA-N	MIBiG4.0rc1
BGC0003023.2	Glidonin C	CC(C)C[C@@H](N)C(N[C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](CC2=CC=CC=C2)C(N3CCC[C@H]3C(N[C@@H](CC4=CNC5=C4C=CC=C5)C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(NCCCCN)=O)C)=O)CO)=O)C)=O)C)=O)C(C)C)=O)=O)=O)=O)C(C)C)=O)CCC1)=O)CC(N)=O)=O	Caldimonas brevitalea DSM 7029	IRKHVSGLEFCNBT-XNHJVHKISA-N	MIBiG4.0rc1
BGC0003023.3	Glidonin D	[H]C(SC)C[C@@H](NC([H])=O)C(N[C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](CC2=CC=CC=C2)C(N3CCC[C@H]3C(N[C@@H](CC4=CNC5=C4C=CC=C5)C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(NCCCCN)=O)C)=O)CO)=O)C)=O)C)=O)C(C)C)=O)=O)=O)=O)C(C)C)=O)CCC1)=O)CC(N)=O)=O	Caldimonas brevitalea DSM 7029	LOHROHGCEKZTDW-NPARNNKYSA-N	MIBiG4.0rc1
BGC0003023.4	Glidonin E	[H]C(S(C)=O)C[C@@H](NC([H])=O)C(N[C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](CC2=CC=CC=C2)C(N3CCC[C@H]3C(N[C@@H](CC4=CNC5=C4C=CC=C5)C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(NCCCCN)=O)C)=O)CO)=O)C)=O)C)=O)C(C)C)=O)=O)=O)=O)C(C)C)=O)CCC1)=O)CC(N)=O)=O	Caldimonas brevitalea DSM 7029	OIFBLZORKQZJEN-QRSSBAPTSA-N	MIBiG4.0rc1
BGC0003023.5	Glidonin F	[H]C(SC)C[C@@H](NC(CCCCCCCCC)=O)C(N[C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](CC2=CC=CC=C2)C(N3CCC[C@H]3C(N[C@@H](CC4=CNC5=C4C=CC=C5)C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(NCCCCN)=O)C)=O)CO)=O)C)=O)C)=O)C(C)C)=O)=O)=O)=O)C(C)C)=O)CCC1)=O)CC(N)=O)=O	Caldimonas brevitalea DSM 7029	MEDHGZYHSOVJPK-ZYTIMJCWSA-N	MIBiG4.0rc1
BGC0003025.0	symbiosin	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H]1C(=O)NCCC(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)N[C@@H](CO)C(=O)N[C@H](CC2=CC=C(O)C=C2)C(=O)O[C@@H]1C	Mycoavidus sp. SF9855	KIQPSVZZKZKDKA-NNQFIZSFSA-N	MIBiG4.0rc1
BGC0003048.0	tistrellabactin A	N[C@H](CCC(N)=O)C(N[C@@H]1C(N[C@H](CCCN(O)N=O)C(N[C@@H](C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@@H](CCCN(O)C(CC(O)C)=O)C(OC1)=O)=O)CC(N)=O)=O)[C@H](O)C(O)=O)=O)CCC(N)=O)=O)CCC(N)=O)=O)=O)=O	Tistrella mobilis KA081020-065	LJYULQIWJPAIKU-JQNPERAWSA-N	MIBiG4.0rc1
BGC0003048.1	tistrellabactin B	N[C@H](CCC(N)=O)C(N[C@@H]1C(N[C@H](CCCN(O)N=O)C(N[C@@H](C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@@H](CCCN(O)C(CC(O)C)=O)C(OC1)=O)=O)CC(O)=O)=O)[C@H](O)C(O)=O)=O)CCC(N)=O)=O)CCC(N)=O)=O)=O)=O	Tistrella mobilis KA081020-065	WTSFHXAULKCAHE-JQNPERAWSA-N	MIBiG4.0rc1
BGC0003051.0	wollamide A	O=C([C@H](CC(C)C)NC([C@H](CC1=CNC2=C1C=CC=C2)NC3=O)=O)N[C@H](CC(C)C)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC(N)=O)C(N[C@@H]3CCCN)=O)=O)=O	Streptomyces sp. MST-110588	JWGCPEABTDQERH-WDUIKKCMSA-N	MIBiG4.0rc1
